,Index,Author,Date published,Category,Section,Url,Headline,Description,Keywords,Second headline,Article text,word_count
1062,3525,"Ben Church, CNN",2021-09-24 09:29:57,sport,football,https://www.cnn.com/2021/09/24/football/ronald-koeman-barcelona-pressure-spt-intl/index.html,Ronald Koeman: Pressure mounts on frustrated Barça boss - CNN,Barcelona boss Ronald Koeman has come under increased pressure after being sent off in his side's 0-0 draw against Cádiz on Thursday. ,"football, Ronald Koeman: Pressure mounts on frustrated Barça boss - CNN",Pressure mounts on frustrated Barcelona boss Ronald Koeman after sending off in goalless draw ," (CNN)Barcelona boss Ronald Koeman has come under increased pressure after being sent off in his side's 0-0 draw against Cádiz on Thursday. The 58-year-old was left incensed in the dying seconds of the match after arguing with the referee and match officials. Earlier in the game, Koeman was furious when midfielder Frenkie de Jong was shown a red card and tempers continued to flair until he was dismissed in the final stages. It comes amid criticism of Barça's form this season, with Koeman's young side failing to gel after the departure of Lionel Messi. The Catalan giants have won just twice in their first five league games, sit seventh in La Liga and were thrashed 3-0 by Bayern Munich in the Champions League.  Read MoreQuestions have subsequently been raised over Koeman's future at the club and his relationship with club president Joan Laporta has reportedly become strained in recent weeks. ""It's not always down to a result. We have to analyze what the team did, the attitude of the team, the commitment of the team and I can't complain about any of that from this game,"" Koeman told reporters after the match.""I'm not happy, of course, because we had four or five clear chances and we didn't score any goals.""What I take away is the attitude, not my own personal situation. Because if we win, it looks like we carry on, and if not, we look for another coach -- and that's a question for you.""READ: Messi substituted on home debut as Paris Saint-Germain score late winnerFrenkie de Jong is shown a red card against Cádiz.Barcelona is already seven points behind rival Real Madrid in the league and looks a shadow of the side that dominated European football for years. But the club's financial situation has forced them to offload some of its biggest stars, most notably Messi who moved to Paris Saint-Germain when Barcelona was unable to afford his wages. Attention has since been switched to bringing young talent into the first-team but such inexperience on the pitch has become a problem in recent weeks. Koeman also lamented his side's injury problems which prevented a number of senior players from playing against lowly Cádiz. ""You have to be realistic, look at the squad we have and the players missing,"" he said. ""We've got seven starters out.""",387
1063,3528,Story by Reuters,2021-09-23 08:02:53,sport,sport,https://www.cnn.com/2021/09/23/sport/winter-olympics-usa-vaccines-spt-intl/index.html,USOPC will require Covid-19 vaccine for all US athletes at Beijing Games - CNN,The United States Olympic & Paralympic Committee (USOPC) on Wednesday said all US athletes hoping to compete at the 2022 Beijing Winter Olympics will need to be vaccinated against Covid-19.,"sport, USOPC will require Covid-19 vaccine for all US athletes at Beijing Games - CNN",USOPC will require Covid-19 vaccine for all US athletes at Beijing Games," (Reuters)The United States Olympic & Paralympic Committee (USOPC) on Wednesday said all US athletes hoping to compete at the 2022 Beijing Winter Olympics will need to be vaccinated against Covid-19.""Effective Nov. 1, 2021, the U.S. Olympic & Paralympic Committee will require all USOPC staff, athletes and those utilizing USOPC facilities -- including the training centers -- to be fully vaccinated against COVID-19,"" USOPC CEO Sarah Hirshland wrote in a letter reviewed by Reuters.""This requirement will also apply to our full Team USA delegation at future Olympic and Paralympic Games.""Athletes and staff would have an opportunity to obtain a medical or religious exemption to the mandate, the USOPC said.None of the major North American sports leagues require their athletes to be vaccinated. The International Olympic Committee did not require athletes who competed at the Tokyo Games to be vaccinated, although it was encouraged.Read MoreThe Winter Olympics in Beijing begin in February next year. Hirshland said the USOPC had hoped Covid-19 restrictions would be lifted by the end of the pandemic-delayed Tokyo Games, but in reality the pandemic is ""far from over.""""This step will increase our ability to create a safe and productive environment for Team USA athletes and staff, and allow us to restore consistency in planning, preparation and service to athletes,"" she said.Visit CNN.com/sport for more news, videos and featuresThe move has the support of the Athletes' Advisory Council and National Governing Bodies Council, she said, which was further reinforced by the Food and Drug Administration's approval of the Pfizer vaccine and the recent mandates by the US federal government.The Beijing Winter Games begin on February 4 next year.",269
1064,3529,"Ben Morse, CNN",2021-09-23 18:32:04,sport,golf,https://www.cnn.com/2021/09/23/golf/ryder-cup-fans-outfits-spt-intl/index.html,The weird and wonderful outfits of fans at the Ryder Cup - CNN,Former world No. 1 Rory McIlroy throws a foam slice of cheese into a crowd of fans while 2019 Open champion Shane Lowry walks around with one on his head.,"golf, The weird and wonderful outfits of fans at the Ryder Cup - CNN",The weird and wonderful outfits of fans at the Ryder Cup," (CNN)Former world No. 1 Rory McIlroy throws a foam slice of cheese into a crowd of fans while 2019 Open champion Shane Lowry walks around with one on his head.The pair are part of the 12-man Team Europe that have traveled to Wisconsin for the 43rd Ryder Cup at Whistling Straits, which begins on Friday, September 24. The US state is home to the NFL's Green Bay Packers, whose fans are often referred to as cheeseheads, a reference to Wisconsin's cheese production. And in an attempt to ingratiate themselves with the locals, Europe captain Padraig Harrington and his team adorned cheeseheads hats, posing for pictures before throwing them into the crowd. Fans cheer for Europe's Ian Poulter on the fourth hole during a practice round at the Ryder Cup in 2012. As well as adorning the famous hats, Team Europe wore shirts and jumpers with green and yellow trimmings to them, something Harrington said was a nod to both the Wisconsin locals and his Irish heritage. Read More""Obviously the Green Bay Packers fit both the Irish and the Green Bay Packers, and then the cheeseheads came in and a bit of fun with it,"" the Irishman said.""It is a nod to Wisconsin and obviously to Green Bay that we've gone with this, we've gone with the colors,"" he added. ""And obviously the cheeseheads and throwing the things up there is a bit of fun for the fans that are here. The Wisconsin fans are very appreciative, so we want to show our appreciation back.""Over the years, due to its unique format, the Ryder Cup attracts fans who might not define themselves as ""golf fanatics,"" which tends to make the atmosphere even more electric when the biennial tournament roles around. Visit CNN.com/sport for more news, features, and videosTeam US fan wearing eagle costume in the stands at Hazeltine National Golf Course in 2016.Composed of foursomes, fourballs and singles, the tension during golf's biggest derby can often be extremely high, which is why spectators turn out in their droves for it. From helmets with horns to shirts with players names spelled on the front, the 94-year history of the tournament has brought out some eclectic outfits.",364
1065,3530,"Niamh Kennedy, Amy Cassidy and Deborah Bloom, CNN",2021-09-23 03:45:07,news,uk,https://www.cnn.com/2021/09/22/uk/boris-johnson-climate-change-unga-cop26-intl-hnk/index.html,UNGA: British PM Boris Johnson says the world needs to 'grow up' and deal with climate change - CNN,"Humanity needs to ""grow up"" and deal with the issue of climate change, British Prime Minister Boris Johnson told world leaders at the United Nations General Assembly in New York on Wednesday.","uk, UNGA: British PM Boris Johnson says the world needs to 'grow up' and deal with climate change - CNN",British Prime Minister Boris Johnson says the world needs to 'grow up' and deal with climate change," (CNN)Humanity needs to ""grow up"" and deal with the issue of climate change, British Prime Minister Boris Johnson told world leaders at the United Nations General Assembly in New York on Wednesday.Johnson, a last-minute addition to the speakers' list that day, slammed the world's inadequate response to the climate crisis and urged humanity to ""listen to the warnings of the scientists,"" pointing to the Covid-19 pandemic as ""an example of gloomy scientists being proved right."" ""We still cling with parts of our minds to the infantile belief that the world was made for our gratification and pleasure,"" he said. ""And we combine this narcissism with an assumption of our own immortality."" ""We believe that someone else will clear up the mess, because that is what someone else has always done,"" he added. ""We trash our habitats, again and again, with the inductive reasoning that we've gotten away with it so far, and therefore, we'll get away with it again. ""My friends, the adolescence of humanity is coming to an end and must come to an end.""Read MoreIt's getting more likely the world will reach a climate tipping point in the next five yearsJohnson highlighted the UN Climate Change Conference -- known as COP26 -- in Glasgow in November as a ""turning point for humanity.""World leaders need to arrive in Scotland ready to make necessary commitments, he said. It's already ""too late"" to stop the rise in global temperatures, but the world can still ""restrain that growth"" to 1.5 degrees Celsius.The 1.5-degree marker has been identified by the UN Intergovernmental Panel on Climate Change as a key tipping point beyond which the risk of extreme drought, wildfires, floods and food shortages will increase dramatically. The World Meteorological Organization predicts we now have a roughly 40% chance of reaching that level -- even if temporarily -- within the next five years.To prevent crossing that threshold, ""we need to pledge collectively to achieve carbon neutrality, net zero, by the middle of the century,"" Johnson said on Wednesday. ""We need all countries, every single one of you, to step up the commitment to very substantial reductions by 2030."" China's Xi Jinping promises to halt new coal projects abroad amid climate crisisThe Prime Minister held a closed meeting with UN Secretary-General António Guterres and other world leaders Monday to urge nations to pledge funding to help developing nations move away from fossil fuels.Climate has been a key pillar of the conference so far, and it seems Johnson's appeal has resonated with other world leaders concerned about the climate crisis. In a speech to the UNGA on Tuesday, US President Joe Biden announced the US would double its financial commitment to helping developing nations tackle the climate crisis. In a meeting with Biden on Tuesday, Johnson hailed the US President's speech as ""the most important thing today."" Chinese President Xi Jinping also made a major new pledge to stop building coal projects overseas, and increase financial support for green and low-carbon energy projects in other developing countries.",501
1066,3533,Story by Reuters,2021-09-23 11:49:28,news,europe,https://www.cnn.com/2021/09/23/europe/spain-canaries-volcano-ash-blanket-intl/index.html,Canaries volcano blasts lava into the air as ash blankets area - CNN,The Cumbre Vieja volcano on the Canary Island of La Palma shot lava into the air in loud bursts on Thursday morning while toxic ash blanketed the surrounding area.,"europe, Canaries volcano blasts lava into the air as ash blankets area - CNN",Canaries volcano blasts lava into the air as ash blankets area,"La Palma, SpainThe Cumbre Vieja volcano on the Canary Island of La Palma shot lava into the air in loud bursts on Thursday morning while toxic ash blanketed the surrounding area.For a fifth day, lava flowing down the slopes of the volcano engulfed houses, schools and banana plantations, although more slowly than in previous days.""Everything that started on Sunday as something out of the ordinary, something beautiful to watch, turned into a tragedy the next day,"" said Nancy, who owns a local jewelry business.""I have many friends there, families who have lost everything. Our hearts are broken.""Streams of black lava have advanced slowly westward since Sunday, incinerating everything in their path, including houses, schools and the banana plantations that produce the island's biggest export.Mount Cumbre Vieja continues to erupt in El Paso, spewing out columns of smoke, ash and lava.Read MoreThe lava has destroyed nearly 200 houses and forced thousands of people to flee.Property portal Idealista estimated the volcano had so far destroyed property worth around 87 million euros ($102 million).Spanish banking associations offered to provide vacant properties held by banks to people who have lost their homes.Local authorities have warned people to clean vegetables and clothes to avoid ingesting the toxic ash.A cloud of sulfur dioxide is expected to move east in the coming hours over the rest of the Canary archipelago, the Iberian peninsula and the Mediterranean.",229
1067,3536,"George Ramsay, CNN",2021-09-23 10:25:07,sport,sport,https://www.cnn.com/2021/09/23/sport/cricket-batter-batsman-spt-intl/index.html,Cricket swaps 'batsman' for gender-neutral 'batter' in law amendment  - CNN,"The laws of cricket have been amended to use the gender-neutral term ""batter,"" rather than ""batsman,"" the Marylebone Cricket Club (MCC) announced on Wednesday.","sport, Cricket swaps 'batsman' for gender-neutral 'batter' in law amendment  - CNN",Cricket swaps 'batsman' for gender-neutral 'batter' in law amendment ," (CNN)The laws of cricket have been amended to use the gender-neutral term ""batter,"" rather than ""batsman,"" the Marylebone Cricket Club (MCC) announced on Wednesday.The MCC, the guardian of the Laws of the game, said the change would ""reinforce cricket's status as an inclusive game for all"" in a statement on its website. When the laws were redrafted in 2017, it was agreed that ""batsman"" would remain part of the game's terminology, but the MCC has now said that ""batter"" is a natural progression for cricket and aligns with the use of terms like ""bowlers"" and ""fielders"" that sit within the current laws. ""MCC believes in cricket being a game for all and this move recognizes the changing landscape of the game in modern times,"" said Jamie Cox, assistant secretary at the MCC, adding that ""the terminology has already been adopted by many of those involved in the sport.""JUST WATCHEDEllyse Perry: Australia's cricket superstar who also played in a FIFA World CupReplayMore Videos ...MUST WATCHEllyse Perry: Australia's cricket superstar who also played in a FIFA World Cup 03:59READ: New Zealand pulls out of cricket tour of Pakistan citing security alertRead MoreWhile the change has been met with some criticism -- one columnist writing in the Telegraph called it ""ultra-woke grandstanding"" and ""a betrayal of cricket's traditions"" -- there has also been support from players.""Some of the comments on this post make me angry,"" Lancashire player Alex Hartley, who was part of the victorious England team at the 2017 World Cup, wrote on Twitter in response to the MCC's announcement of the changes. ""If you hate it, grow up. Cricket is a sport for everyone and this is a small but big move."" Kate Cross, Hartley's Lancashire teammate, said: ""If you have always felt included because the language surrounding you fits then this might seem insignificant. ""But if you haven't had that luxury then steps like this are crucial to making everyone feel welcome. Cricket is for everyone."" Alex Hartley (left) and Kate Cross celebrate a wicket while playing for the Manchester Originals on August 10.Visit CNN.com/sport for more news, videos and featuresTerms such as ""third man,"" ""nightwatchman"" and ""12th man"" are still part of the cricketing vernacular, but are not included in the game's laws, according to the MCC. And Hartley said she uses the terms ""third,"" ""short third"" and ""deep third"" when referring to the fielding position traditionally known as ""third man."" Earlier this year, the International Cricket Council (ICC) announced that it would be expanding participation in the Women's Cricket World Cup and T20 World Cup. The former will feature 10 teams and 48 matches by 2029 and the latter 12 teams and 33 matches by 2026.Last year's T20 World Cup final between Australia and India in Melbourne was witnessed by 86,174 fans, setting a new attendance record for a women's cricket event. ",474
1068,3538,"Akanksha Sharma and Ben Westcott, CNN",2021-09-22 00:12:34,news,australia,https://www.cnn.com/2021/09/21/australia/melbourne-earthquake-intl-hnk/index.html,Melbourne earthquake: Magnitude 5.9 temblor strikes Australia - CNN,"An earthquake of magnitude 5.9 struck near Melbourne in southern Australia on Wednesday, according to Geoscience Australia.","australia, Melbourne earthquake: Magnitude 5.9 temblor strikes Australia - CNN","Magnitude 5.9 earthquake strikes near Melbourne, Australia","Hong Kong (CNN)An earthquake of magnitude 5.9 struck near Melbourne in southern Australia on Wednesday, according to Geoscience Australia.In a tweet on Wednesday morning, the Victorian State Emergency Service's (VICSES News) Twitter account said the earthquake's epicenter had been near Mansfield in the state of Victoria.""Please be patient as lines may be busy,"" the tweet said.Originally the Australian government had registered the earthquake at a magnitude of 6 but subsequently downgraded it slightly to 5.9. The US Geological Survey also put the quake at magnitude 5.9.Videos on social media showed at least one building suffered some minor damage and power lines disrupted in the central business district of Melbourne, Australia's second largest city, where some people could be seen on the streets following the quake.Read MoreMelbourne residents described their shock and surprise as houses across the city began to shake, in a city which has not had an earthquake of a similar size in decades. There have been no reports of injuries so far.The temblor was so strong it was felt as far away as Adelaide in South Australia, 800 kilometers (500 miles) away, and Sydney in New South Wales, more than 900 kilometers (600 miles) away.""There is no tsunami threat"" VICSES News said in a tweet. Geoscience Australia said there was an aftershock following the earthquake measuring about 4.0 in magnitude, less than half an hour after the initial shock.Damaged buildings along Chapel Street are seen following an earthquake on September 22 in Melbourne, Australia.Australia sits in the center of a tectonic plate and as a result very rarely experiences serious earthquake activity, unlike neighboring New Zealand.The country's worst earthquake ever was in 1988 in the Northern Territory, which measured only 6.6 magnitude, according to Geoscience Australia.The Melbourne earthquake comes after a day of heated protests in the city over strict months-long lockdowns which have been put in place to prevent the spread of the Covid-19 Delta variant.Demonstrators blocked off major roads and lit flares amid clashes with police, in some of the worst violent protests seen in the city in years.To date, Victoria has recorded a total number of 30,224 confirmed Covid cases, and more than 830 deaths.Reuters contributed to the report",364
1069,3539,CNN Editorial Research,2013-08-05 19:25:42,news,europe,https://www.cnn.com/2013/08/05/world/lucas-papademos-fast-facts/index.html,Lucas Papademos Fast Facts - CNN,Read CNN's Fast Facts about Lucas Papademos and learn more about the economist and former prime minister of Greece.,"europe, Lucas Papademos Fast Facts - CNN",Lucas Papademos Fast Facts," (CNN)Here's a look at the life of Lucas Papademos, economist and former prime minister of Greece.PersonalBirth date: October 11, 1947Birth place: Athens, GreeceBirth name: Lucas Demetrios PapademosRead MoreMarriage: Shanna (Ingram) PapademosEducation: Massachusetts Institute of Technology, B.S. in Physics, 1970; Massachusetts Institute of Technology, M.S. in Electrical Engineering, 1972; Massachusetts Institute of Technology, Ph.D. in Economics, 1977Timeline1975-1984 - Teaches economics at Columbia University.1980 - Senior economist at the Federal Reserve Bank of Boston.1985-1993 - Chief Economist at the Bank of Greece.1988-1993 - Teaches economics at the University of Athens.1994-2002 - Governor of the Bank of Greece.June 1, 2002-May 31, 2010 - Vice President of the European Central Bank.2002 - Assists the Greek government's transition from the drachma to the euro.2010-2011 - Serves as an adviser to Prime Minister George Papandreou.2010-2011 - Visiting professor at Harvard University's John F. Kennedy School of Government.2010-present - Senior Fellow at the Center for Financial Studies, Goethe University, Frankfurt, Germany.April 2011 - Appointed as inaugural Minos A. Zombanakis Professor of the International Financial System at Harvard University's John F. Kennedy School of Government.November 11, 2011 - Is sworn in as prime minister of Greece.May 16, 2012 - Resigns as prime minister after Greek elections fail to produce a government.May 25, 2017 - Is injured by a letter bomb explosion while riding in a car in Athens.",220
1070,3540,"George Ramsay, CNN",2021-09-22 14:16:04,sport,sport,https://www.cnn.com/2021/09/22/sport/conor-mcgregor-first-pitch-spt-intl/index.html,Conor McGregor's ceremonial first pitch at the Cubs game was ... out there - CNN,Conor McGregor swapped throwing punches for throwing pitches at Wrigley Field -- without much success. ,"sport, Conor McGregor's ceremonial first pitch at the Cubs game was ... out there - CNN",Conor McGregor's ceremonial first pitch at the Cubs game was ... out there," (CNN)Conor McGregor swapped throwing punches for throwing pitches at Wrigley Field -- without much success. The MMA star threw the ceremonial first pitch ahead of the Chicago Cubs' game on Tuesday, only for his attempt to sail high into the air towards the stands. ""I cannot stop laughing at this,"" fellow UFC fighter Justin Gaethje wrote on Twitter. ""Every MMA fighter that has represented us doing this has looked terrible but this takes the cake.""Visit CNN.com/sport for more news, videos and featuresNot that McGregor seemed to think it was a particularly bad effort.Read More""The most devastating first pitch ever seen in the iconic Wrigley Field,"" was the 33-year-old's summary. ""The venom is there, the power is there. It's a little off accurate-wise ... It was either lob it friendly or aim to take him off his feet. If that was on target, we would have had a problem, I'd say.""McGregor throws out his first pitch at Wrigley Field.McGregor suffered a gruesome leg injury as he was beaten by Dustin Poirier in July -- the same one he lent back on to deliver his wayward pitch on Tuesday.""I'm on the one leg, you can see me based fully on the left leg that was just recently injured,"" McGregor added. ""I'm happy with that, I'll take that on board."" McGregor joins a list of celebrities to deliver iconic bad first pitches which includes rapper 50 Cent -- whose attempt at Citi Field in 2014 was sent wide to the left, the opposite direction to McGregor's -- and pop star Carly Rae Jepsen, who put her head in her hands after sending her pitch bouncing along the floor. ",275
1071,3542,"Ben Church, CNN",2021-09-22 10:16:52,sport,sport,https://www.cnn.com/2021/09/22/sport/cristiano-ronaldo-lionel-messi-forbes-spt-intl/index.html,Cristiano Ronaldo set to overtake Lionel Messi as highest-paid footballer this season  - CNN,"Cristiano Ronaldo is set to leapfrog long-term rival Lionel Messi as the highest-paid football player in the world, according to Forbes. ","sport, Cristiano Ronaldo set to overtake Lionel Messi as highest-paid footballer this season  - CNN",Cristiano Ronaldo set to overtake Lionel Messi as highest-paid footballer this season ," (CNN)Cristiano Ronaldo is set to leapfrog long-term rival Lionel Messi as the highest-paid football player in the world, according to Forbes. Following his move back to Manchester United, the Portuguese superstar is forecast to earn $125 million before taxes this season -- with $70 million coming from his salary and bonuses alone.Messi, meanwhile, is set to earn $110 million in the 2021-22 season, making him the second-highest earner in the game. The 34-year-old joined Paris Saint-Germain from Barcelona this year and is anticipated to earn more than Ronaldo in terms of salary -- $75 million. The World's Highest-Paid Football PlayersCristiano Ronaldo -- $125M Lionel Messi -- $110MNeymar -- $95MKylian Mbappe -- $43MMohamed Salah -- $41MRobert Lewandowski -- $35MAndres Iniesta -- $35MPaul Pogba -- $34MGareth Bale -- $32MEden Hazard -- $29M                                                    *expected earnings for 2021-22 seasonSource: Forbes But Ronaldo -- who is the most popular athlete on social media with more than 500 million followers across Facebook, Instagram, and Twitter, according to Forbes -- brings in $55 million in endorsements compared to Messi's $35 million. Read MoreMessi's PSG teammates Neymar and Kylian Mbappe sit third and fourth on the list, with the duo expected to earn $95 million and $43 million respectively. Neymar, who recently signed a four-year extension, is expected to earn more than Ronaldo in terms of on-field earnings ($75 million) but has nowhere near the same pulling power when it comes to endorsements, forecast to bring in $20 million. Overall, the Parisian side owns three of the top five highest-earning players on the planet, as it looks to assemble a team capable of winning the coveted Champions League trophy for the first time.Liverpool's Mohamed Salah makes up the top five, with the Egyptian expected to earn $41 million this season. Forbes compiles its list by speaking to clubs, sponsors, player agents and financial experts and estimates the top 10 earners will collect pretax earnings of $585 million this season, an increase on last year's haul of $570 million.",330
1072,3545,Story by Reuters,2021-09-22 09:24:40,news,europe,https://www.cnn.com/2021/09/22/europe/germany-man-killed-mask-intl-scli-grm/index.html,Germans shocked by killing of cashier after Covid mask argument - CNN,German politicians expressed shock on Tuesday over the killing of a 20-year old gas station worker after an argument about a face mask and said that coronavirus deniers who are willing to use violence will not be tolerated.,"europe, Germans shocked by killing of cashier after Covid mask argument - CNN",Germans shocked by killing of cashier after Covid mask argument,"German politicians expressed shock on Tuesday over the killing of a 20-year old gas station worker after an argument about a face mask and said that coronavirus deniers who are willing to use violence will not be tolerated.The killing on Saturday evening in the western town of Idar-Oberstein has hit the national headlines as it is one of the only such cases linked to Covid-19 restrictions.How Europe's hospitals are faring in the face of another pandemic fallProsecutors have said that the petrol station cashier had asked a 49-year-old man who wanted to buy beer to comply with the rules and put on a mask.The customer refused and left but returned later wearing a mask, which he pulled down when he approached the cashier, who again referred to the rules.""Then the perpetrator pulled a revolver and shot the cashier in the head from the front. The victim fell to the floor and was immediately dead,"" prosecutor Kai Fuhrmann told reporters.Read MoreGerman politicians expressed shock over the killing, which took place after an argument about a face mask.The suspect later gave himself up at a police station, saying the coronavirus measures were causing him stress, said Furhmann. He is being detained.The killing took place a week before a federal election in which the far-right AfD has tried to woo voters with an anti-lockdown and anti-vaccine campaign. The party, on around 11% in polls, harbors many coronavirus deniers.On Tuesday, politicians responded to messages circulating on social media from far-right groups and so-called ""Querdenker"" (lateral thinkers) who deny the coronavirus which showed sympathy toward the killer.""The hate and incitement coming from these people who can't be taught divides our community and kills people. They have no place in our society,"" tweeted Foreign Minister Heiko Maas, who said Querdenker were celebrating the killing.Justice Minister Christine Lambrecht said it was disgusting how the killing had been misused to fuel hatred.""The state must counter the radicalization of coronavirus deniers who are willing to use violence with all possible means,"" she said.",334
1073,3550,Story by Reuters,2021-09-21 08:08:32,news,australia,https://www.cnn.com/2021/09/21/australia/koalas-reduce-one-third-intl-hnk/index.html,Australia has lost almost a third of its koala population in three years - CNN,"Australia has lost about 30% of its koalas over the past three years, with the marsupials hit by drought, bushfires and developers cutting down trees, the Australian Koala Foundation said on Tuesday.","australia, Australia has lost almost a third of its koala population in three years - CNN","Australia has lost almost a third of its koala population in three years, foundation says"," (CNN)Australia has lost about 30% of its koalas over the past three years, with the marsupials hit by drought, bushfires and developers cutting down trees, the Australian Koala Foundation said on Tuesday.The independent non-profit group estimated the koala population has dropped to less than 58,000 this year from more than 80,000 in 2018, with the worst decline in the state of New South Wales, where the numbers have dropped by 41%.""The declines are quite dramatic,"" Australian Koala Foundation Chair Deborah Tabart said.There were no upward trends anywhere in Australia. Only one area in the study was estimated to have more than 5,000 koalas, and some regions were estimated to have as few as five or 10.Tabart said the country needs a koala protection law.Read More""I just think action is now imperative. I know that it can just sound like this endless story of dearth and destruction, but these figures are right. They're probably worse,"" she told Reuters.Nearly three billion animals killed or displaced by Australia's firesThe decline in New South Wales likely accelerated after huge swathes of forest were devastated in wildfires in late 2019 and early 2020, but some of those areas already had no koalas.""What we're concerned about is places like western New South Wales where the drought over the last 10 years has just had this cumulative effect -- river systems completely dry for years, river red gums, which are the lifeblood of koalas, dead,"" she said.The Australian government in June called for public comment on a national recovery plan for New South Wales, Queensland and the Australian Capital Territory around Canberra, and whether the koala's threatened species protection status should be raised from ""vulnerable"" to ""endangered."" Comments on the recovery plan are due on Friday.Besides the impact of drought and fires, land clearing by property developers and road builders has destroyed the iconic marsupial's habitat.""I think everyone gets it, we've got to change. But if those bulldozers keep working, then I really fear for the koalas,"" Tabart said.",332
1074,3551,"Ben Morse and David Close, CNN",2021-09-21 15:42:19,sport,football,https://www.cnn.com/2021/09/21/football/hungary-stadium-ban-fine-england-racist-spt-intl/index.html,FIFA punishes Hungarian Football Federation following racist behavior of 'numerous' fans - CNN,"The Hungarian Football Federation (MLSZ) will play its next FIFA-sanctioned home match without supporters and has been handed a ""substantial fine"" by football's world governing body for ""numerous"" fans' racist behavior during a recent World Cup qualifier against England. ","football, FIFA punishes Hungarian Football Federation following racist behavior of 'numerous' fans - CNN",FIFA punishes Hungarian Football Federation following racist behavior of 'numerous' fans," (CNN)The Hungarian Football Federation (MLSZ) will play its next FIFA-sanctioned home match without supporters and has been handed a ""substantial fine"" by football's world governing body for ""numerous"" fans' racist behavior during a recent World Cup qualifier against England. ""After analysing and taking into consideration ... the seriousness of the incidents (racist words and actions, throwing of objects, lighting of fireworks, blocked stairways), the Committee decided that the MLSZ would play its next two home matches in FIFA competitions without spectators, the second match being suspended for a probationary period of two years,"" said FIFA in a statement.ITV reporter Gabriel Clarke, who was at the Puskas Arena in Budapest, says he heard monkey chants directed at Raheem Sterling, as well as at substitute Jude Bellingham as he was preparing to come on, during England's 4-0 victory earlier in September.Hungary's fans react throwing cups of beer at England forward Raheem Sterling.England's players were also loudly booed as they took a knee before kick off, an ongoing gesture to protest racism.CNN has reached out to the MLSZ, which was fined $216,000 by FIFA.Read MoreREAD: England's footballers lost the Euro 2020 final. But they might yet win the culture warPreviously, Hungary had been ordered by UEFA, European football's governing body, to play its next three home games behind closed doors after fans' discriminatory behavior at Euro 2020, but this ban wasn't yet implemented for the England game as World Cup qualifiers fall under FIFA's jurisdiction.England's players also had cups and bottles thrown at them during each of the goal celebrations -- with Declan Rice and Jack Grealish responding by pretending to drink out of them -- while a flare was thrown onto the pitch as the team celebrated Harry Maguire's goal.After the game, England forward Marcus Rashford, who is currently out following shoulder surgery, took to social media in support of his teammates.Players react as the game needs to be interrupted due to flares landing on the pitch.Visit CNN.com/sport for more news, features, and videos""FIFA's position remains firm and resolute in rejecting any form of racism and violence as well as any other form of discrimination or abuse. FIFA takes a clear zero tolerance stance against such abhorrent behavior in football,"" added the world governing body's statement.",374
1075,3552,Story by Reuters,2021-09-21 11:13:15,news,europe,https://www.cnn.com/2021/09/21/europe/spain-canaries-volcano-eruption-intl/index.html,La Palma volcano: Gushing lava forces more evacuations  - CNN,Lava gushing from the Canary Islands' first volcanic eruption on land in 50 years has forced authorities to evacuate another part of El Paso municipality on the Spanish island of La Palma and to urge sightseers attracted by the phenomenon to stay away.,"europe, La Palma volcano: Gushing lava forces more evacuations  - CNN","Lava gushes from Spanish volcano, forcing more evacuations","La Palma, SpainLava gushing from the Canary Islands' first volcanic eruption on land in 50 years has forced authorities to evacuate another part of El Paso municipality on the Spanish island of La Palma and to urge sightseers attracted by the phenomenon to stay away.People from the neighborhood of Tacande Alto were evacuated late Monday and early Tuesday after a new stream of lava started flowing from another crack on the slope of the Cumbre Viejo volcano, El Paso's mayor Sergio Rodriguez told state broadcaster TVE.""The lava on its path to the sea has been a bit capricious and has diverted from its course,"" Rodriguez said.About 6,000 of the 80,000 people living on the island have been forced to leave their homes to escape the eruption so far, TVE said.Eruptions in the area of Los Llanos, on Monday.The volcano started erupting on Sunday after La Palma, the most north-western island in the Canaries archipelago, had been rocked by thousands of quakes in the prior days. It has shot lava hundreds of meters into the air, engulfed forests and sent molten rock towards the ocean over a sparsely populated area of La Palma.Read MoreNo fatalities or injuries have been reported, but drone footage captured two tongues of black lava cutting a devastating swathe through the landscape as they advanced down the volcano's western flank towards the sea.Volcano erupts on La Palma in Spain's Canary IslandsExperts say that if and when the lava reaches the sea, it could trigger more explosions and clouds of toxic gases.Marine authorities are keeping a two nautical mile area in the sea around the area closed as a precaution ""to prevent onlookers on boats and prevent the gases from affecting people,"" council's chief Mariano Hernandez told Cadena SER radio station.He urged people attracted by the phenomenon to refrain from approaching to prevent a road collapse that has partly hampered the evacuation on Monday, Hernandez said.Smoke rises on Tuesday following the eruptions.The lava flow was initially expected to reach the shore on Monday evening, but its speed has fallen in recent hours.A Reuters witness saw the flow of molten rock slowly engulf a house in the village of Los Campitos, igniting the interior and sending flames through the windows and onto the roof.As of Tuesday morning, the lava has covered 103 hectares and destroyed 166 houses, according to data released by the European Union's Copernicus Emergency Management service.Emergency authorities have said residents should not fear for their safety if they follow recommendations. ",414
